X,alpha,sigma
997,3.032191178,7.137288022
998,3.460750626,7.266271861
999,2.441354833,7.288814599
1000,3.738212523,6.36884374
1001,2.953836511,6.895852439
1002,2.815840344,7.125056533
1003,2.572944894,7.976680142
1004,2.744404282,7.149840602
1005,2.834937787,7.29824889
1006,3.537972888,6.382840733
1007,2.828688594,6.981768162
1008,3.5388828,6.417923894
1009,2.811761647,6.939283436
1010,3.133185982,7.028996525
1011,2.640427661,7.220731475
1012,3.506757637,7.060416679
1013,2.583930341,7.310812301
1014,3.595339424,7.715698995
1015,2.691783197,6.919153953
1016,3.57616869,7.074847462
1017,2.494776144,7.028439636
1018,2.6794606,7.464495706
1019,2.486442821,7.435072436
1020,2.749504741,6.86851954
1021,2.562656636,7.400409776
1022,2.593992579,6.394174575
1023,2.571359484,7.841757879
1024,2.637955651,6.735864251
1025,3.305114118,6.915666526
1026,3.767075735,7.243380708
1027,2.525483795,7.356921746
1028,3.979317665,6.504587884
1029,3.082519897,7.796175003
1030,2.126411815,9.025787252
1031,3.204270037,7.029378108
1032,2.786222608,6.836699809
1033,2.987847865,7.070626221
1034,2.91763628,7.193451473
1035,2.501381279,6.384391722
1036,3.999875182,7.025739444
1037,3.607894073,7.208378698
1038,2.509603616,7.283821494
1039,2.70325534,7.354019634
1040,2.571665731,6.91581641
1041,2.314317873,7.575441738
1042,2.542798091,6.986207862
1043,2.811901339,7.10248618
1044,3.011899686,7.195280028
1045,3.3819356,7.144318969
1046,2.804641966,6.509598473
1047,2.623426869,7.800580567
1048,2.158708574,7.141200672
1049,2.746820177,6.767338429
1050,2.980964731,6.964691727
1051,2.997636915,8.10323503
1052,4.047251857,7.218724487
1053,3.101865909,7.314159496
1054,3.505386702,7.058996416
1055,3.838751596,6.598254404
1056,3.411475814,7.137449797
1057,3.493649141,7.180557406
1058,3.269174588,6.002926563
1059,3.165832361,7.656229298
1060,2.868741447,6.656610605
1061,2.003419635,8.878350897
1062,2.133308729,8.156639414
1063,3.792441591,7.133786549
1064,3.451530149,6.936702309
1065,2.366397285,7.323836558
1066,2.599225197,7.488313663
1067,3.500614729,6.876559202
1068,2.675458087,8.117746372
1069,2.824202436,7.23828066
1070,3.052370928,6.919805288
1071,2.221944698,7.641950987
1072,2.444646482,9.002775629
1073,2.727085826,6.891601686
1074,3.074609238,6.372361288
1075,2.209076121,7.32453421
1076,2.478268169,8.283891515
1077,2.96062076,6.495062864
1078,2.29783695,7.344751555
1079,3.588290742,6.94151234
1080,2.993619903,7.528251686
1081,2.061729,7.921738676
1082,3.598698423,7.485253226
1083,2.573412328,8.241950672
1084,3.022598,6.734194958
1085,2.945293622,6.793160659
1086,2.894325861,6.964269642
1087,2.46766217,7.128404531
1088,2.597140264,7.097559948
1089,2.785878289,6.899476242
1090,3.286155301,6.636232849
1091,3.509008513,7.366503123
1092,3.660673554,6.743283599
1093,3.263511685,6.363621476
1094,2.734809075,7.863329538
1095,4.039772349,6.943730208
1096,2.569742052,7.443102423
1097,2.968695495,7.072886227
1098,4.320459938,7.431833343
1099,3.99408355,6.851643244
1100,2.004839859,7.961427176
1101,2.724934965,6.664133737
1102,3.106642535,7.04334885
1103,2.876813273,6.628975989
1104,2.727164746,6.182532996
1105,2.730891056,7.426676295
1106,4.263667752,6.975052934
1107,3.317182418,7.035713608
1108,2.136667971,9.004456171
1109,4.826087369,7.075567694
1110,2.724506635,6.929203241
1111,4.118182418,7.107732326
1112,4.150398992,6.874273745
1113,2.512306049,6.860522917
1114,2.849005571,7.588444777
1115,3.237424167,7.357001174
1116,2.739163979,7.01770749
1117,3.544329548,6.8685655
1118,1.982560282,8.027463655
1119,3.927166771,6.570356722
1120,1.990033884,7.322822667
1121,3.18985876,7.129340537
1122,3.753849099,7.413539976
1123,2.825285398,7.734615861
1124,2.817048609,7.781958543
1125,2.770541594,7.838206681
1126,3.112486025,6.302628888
1127,2.661951928,8.37409828
1128,2.596266133,6.943364111
1129,3.656137942,7.447838525
1130,2.577520768,8.26615981
1131,3.484241585,7.600269029
1132,2.898154771,7.564167352
1133,3.435559215,6.554425393
1134,4.605721195,6.622888018
1135,2.788465733,6.713194441
1136,2.838435378,6.651883729
1137,2.786969444,7.388840765
1138,2.861969453,7.054096681
1139,2.197598154,7.917130934
1140,3.868375072,7.531206139
1141,2.839524641,8.249737099
1142,2.90110823,8.432431234
1143,3.476772775,6.825687826
1144,2.545508315,7.137991258
1145,2.019836439,8.260955456
1146,3.748347035,6.741022186
1147,2.483674582,6.42035728
1148,2.799960756,6.708251517
1149,2.787273469,7.183614633
1150,3.017433716,7.994160677
1151,2.649082544,6.166711742
1152,2.455846961,7.699973024
1153,2.947831503,7.554097233
1154,2.601392259,6.513227138
1155,2.502827519,7.837184864
1156,3.50992759,7.878494681
1157,2.826611189,9.198174809
1158,2.613287861,6.703183757
1159,2.473434072,7.701071016
1160,3.171236201,7.732256987
1161,2.598324729,7.326327957
1162,2.466129285,7.44247125
1163,3.08621044,6.916479382
1164,2.527312307,6.701434571
1165,3.465650926,7.505215747
1166,3.288829317,6.466170016
1167,2.885031487,6.834321745
1168,3.234188619,6.800293713
1169,3.958099842,6.75313157
1170,2.189502914,8.894969614
1171,2.829825509,6.443185305
1172,2.87765427,8.056558173
1173,1.820451413,7.81946483
1174,2.17547927,8.349999787
1175,2.402725721,6.588723588
1176,3.264035805,7.217121301
1177,3.054976397,6.624273123
1178,2.975955301,7.177013274
1179,3.032734321,8.046275008
1180,2.849684463,7.112001892
1181,2.921072755,6.241116643
1182,2.875984448,7.094761411
1183,2.900248239,6.581181278
1184,3.420353843,7.14960174
1185,3.270780864,6.972657896
1186,3.159012082,7.778211011
1187,2.280301639,6.44354156
1188,3.176071009,6.817290852
1189,2.318111275,6.95772325
1190,2.982055183,6.41460324
1191,2.837380858,7.713982484
1192,3.027965022,6.796701934
1193,2.436971143,7.109067259
1194,2.605526076,7.460932561
1195,3.677157017,7.009635368
1196,3.839036478,7.483341435
1197,3.671707237,7.095138164
1198,2.35952016,6.66392633
1199,3.307116995,7.155806996
1200,2.97632577,6.793398813
1201,3.316511755,6.922151684
1202,3.61405224,6.173793542
1203,2.813184965,6.619044125
1204,2.228699422,7.734929553
1205,3.120909802,9.095387328
1206,2.779106136,7.310471602
1207,2.905634017,6.178535196
1208,2.991968859,8.421768198
1209,1.906412486,7.456278131
1210,2.494323872,7.382330334
1211,2.414654445,6.491187588
1212,2.17274267,7.638841272
1213,4.026338648,6.934976507
1214,3.006332269,7.058246281
1215,2.931029989,7.156730796
1216,2.427562317,7.537584206
1217,3.543035595,6.671002207
1218,2.867416425,7.072551596
1219,3.501982433,7.001288101
1220,3.606767513,7.05928885
1221,2.672106466,8.398154885
1222,3.076265332,7.237605463
1223,2.55747279,7.406338181
1224,2.209840999,8.198479012
1225,3.033191852,7.630921957
1226,3.019899901,7.312052969
1227,2.918147511,7.053797204
1228,2.743582662,7.534660558
1229,2.582201522,8.026850864
1230,4.016054038,7.515296299
1231,2.958810348,8.396546733
1232,2.962750406,7.18075923
1233,3.380964937,6.563351066
1234,2.82635123,6.624441115
1235,3.239494607,7.649236183
1236,3.824814837,6.99791225
1237,2.933353114,6.236039767
1238,2.530220457,6.971807592
1239,2.574560361,7.152438443
1240,2.968716848,7.453549365
1241,2.853872463,6.808895769
1242,3.501863997,6.672649925
1243,2.761356457,8.064808775
1244,2.863719154,6.711498934
1245,4.505505902,7.281404871
1246,3.526388229,7.563605542
1247,2.669945313,7.427269359
1248,3.247893569,8.085103663
1249,2.981785147,7.071572885
1250,3.918191998,7.455858662
1251,2.442457327,8.779823925
1252,2.920473692,7.413127306
1253,2.806303117,7.83646754
1254,2.755537877,7.756063152
1255,2.676443994,7.394089612
1256,2.315649712,9.34446679
1257,3.739389882,6.832679308
1258,2.71403665,6.351882604
1259,3.962025075,6.443933672
1260,2.520043453,7.962558206
1261,1.722011232,6.63627205
1262,2.66341077,6.671014584
1263,3.027296902,7.152577762
1264,2.586839965,7.324407583
1265,3.755727807,7.243028699
1266,1.665733888,9.615775298
1267,2.179959053,7.879093697
1268,3.138859921,7.127615955
1269,3.438411463,7.945904663
1270,2.34206838,7.775820656
1271,2.911507639,7.346188059
1272,3.20859094,6.931611498
1273,2.492308346,7.523528582
1274,3.352755353,6.252385374
1275,3.257271315,6.544203503
1276,4.857112432,6.954325017
1277,3.691401016,6.33720759
1278,2.843893327,7.509988082
1279,2.852515257,7.330051648
1280,2.61609663,7.397974005
1281,4.442990255,6.939237993
1282,3.678543497,7.336048806
1283,2.393622698,8.82661369
1284,2.803415958,7.858635594
1285,3.521633124,6.943575492
1286,4.059363774,7.819161548
1287,3.429258866,6.898968875
1288,2.86912772,7.961611412
1289,4.533610876,7.482526865
1290,2.653006314,9.159985839
1291,2.823145316,7.512037652
1292,3.009568084,7.707169048
1293,2.573011648,8.568436155
1294,3.455982202,7.048706842
1295,3.432248592,7.192793617
1296,3.256900276,6.753019572
1297,3.499985856,7.800382576
1298,3.104431961,6.607660803
1299,3.039130654,7.47921347
1300,2.467331255,8.189580935
1301,2.562211059,6.502611814
1302,3.237629854,6.784423326
1303,2.991996177,7.731957273
1304,3.198098169,6.919280211
1305,2.869362349,8.519744956
1306,3.009525153,7.510240438
1307,2.504621511,7.674181047
1308,3.016457907,8.426578336
1309,3.65031192,6.802155108
1310,2.784135461,8.290475911
1311,2.457547,6.196850057
1312,3.710740231,7.383345869
1313,3.402626388,6.499951981
1314,2.649346509,6.787560961
1315,2.954574583,7.461098092
1316,2.728182134,8.236994088
1317,2.303460558,7.72680744
1318,2.571362136,7.324323879
1319,3.219445129,7.074455108
1320,3.509744671,7.140729146
1321,2.820936464,5.869156982
1322,3.833557098,6.935986565
1323,3.00560681,7.446406165
1324,3.12960572,6.153598125
1325,2.532446324,7.692613142
1326,2.512032726,7.966798054
1327,3.511921985,5.893298808
1328,2.372228568,7.386560815
1329,2.870143094,6.723055825
1330,2.642576283,7.732746717
1331,3.012773293,7.083234824
1332,3.092531706,7.419458261
1333,2.860531811,7.725231659
1334,3.710078946,7.218321403
1335,2.511986919,6.735579183
1336,2.862059634,8.830546738
1337,3.476203753,7.044196761
1338,2.858170682,7.555210125
1339,3.890440484,6.576910011
1340,3.259787266,7.051819425
1341,2.710317747,7.226366905
1342,3.210760054,7.198429925
1343,2.89817806,7.217566759
1344,3.390146309,7.343703693
1345,2.50647037,7.821568005
1346,2.889165331,8.265857793
1347,3.531369893,7.028330811
1348,3.952377612,7.336532978
1349,2.538204766,7.645191572
1350,2.897510424,7.55737937
1351,2.650470159,7.233637349
1352,3.274420068,7.288333454
1353,3.405425959,6.723263421
1354,2.032207992,7.801626543
1355,2.93961684,7.232858405
1356,2.958802857,6.061475332
1357,3.357759857,7.050444517
1358,3.532301764,8.030786389
1359,2.729020278,6.772627236
1360,2.893343559,8.15278881
1361,2.472741769,7.509632889
1362,2.74044331,7.897032453
1363,2.747325093,8.456996464
1364,3.187317597,6.329627305
1365,2.726210009,6.909355279
1366,3.133924764,7.259807496
1367,3.203220806,6.860259565
1368,2.98838009,7.063406014
1369,3.090691434,6.410126611
1370,3.981894351,7.515052414
1371,2.975379272,7.1981375
1372,3.134706713,6.711924158
1373,2.850829222,8.300879167
1374,3.040573787,6.683275918
1375,2.700536435,7.763826117
1376,3.160867573,6.84076963
1377,2.681747195,8.179211435
1378,3.711974101,6.300211503
1379,2.093898621,8.055847914
1380,3.530324854,7.213149632
1381,3.092731946,7.162593258
1382,2.928695759,7.642154752
1383,2.868952541,7.204477718
1384,2.641039348,7.828998594
1385,3.094335453,6.685980833
1386,2.898776681,8.0542173
1387,3.722575485,6.735562183
1388,2.655504451,6.586479743
1389,2.868360103,6.441669893
1390,2.762210354,6.720472744
1391,2.425878799,6.836602194
1392,3.091752483,7.058042079
1393,2.617829312,6.856210217
1394,3.808879776,6.767371334
1395,2.457714199,7.385966396
1396,3.067389248,7.707799366
1397,3.674600468,7.35568587
1398,2.834583557,7.674969319
1399,2.791488992,6.978379105
1400,2.767224696,6.442075376
1401,2.864797246,7.030170786
1402,2.635939388,8.125416184
1403,3.867120103,7.439236034
1404,3.643547273,7.448114502
1405,2.804566082,8.134506751
1406,3.246120234,6.703278318
1407,1.995850743,7.404869967
1408,2.139576694,7.154766095
1409,2.92844797,7.47594765
1410,3.010356505,7.162653997
1411,2.095326884,7.519435052
1412,3.736504057,6.607728861
1413,2.471595587,6.234676419
1414,2.741819864,6.701491579
1415,2.755087859,6.507709784
1416,2.979111777,7.221091238
1417,2.665452418,7.246596781
1418,3.586424051,6.897448392
1419,3.398595259,6.69889899
1420,2.310606336,8.200045397
1421,2.045300642,8.737610126
1422,3.207261087,6.530563081
1423,3.742086218,6.941578379
1424,2.410648165,7.559832964
1425,3.573909297,7.264317523
1426,3.000613416,7.015949112
1427,2.986300547,6.683320631
1428,2.994624781,7.038271509
1429,2.91917625,6.726302775
1430,2.612048657,7.504333589
1431,2.443110116,8.25641068
1432,3.113963643,6.500047918
1433,2.929204343,6.919496271
1434,2.640019414,6.942576687
1435,2.218070769,9.745290406
1436,3.816375789,6.890493394
1437,2.610244277,7.090746914
1438,2.30333263,7.840540294
1439,2.304538625,9.485156495
1440,3.191968346,7.478027381
1441,2.825198214,6.839526373
1442,3.551617575,7.094688994
1443,2.947491529,6.757181568
1444,3.063417529,6.504727733
1445,3.314821693,6.794782295
1446,2.139507257,8.458451207
1447,3.602696118,6.98300296
1448,2.501881085,7.280034639
1449,2.46068755,6.50140971
1450,2.357180642,6.865114291
1451,3.34169485,7.510999897
1452,2.874237922,6.962450923
1453,4.055730218,6.439376754
1454,2.148459723,8.119635256
1455,1.952135919,7.889585915
1456,4.158897186,6.220431063
1457,2.473389129,7.208500931
1458,2.613192056,7.006421907
1459,2.923254386,7.310422515
1460,3.626971851,7.081966555
1461,3.084655523,8.024656697
1462,1.838940222,8.030383283
1463,2.440910159,6.453425258
1464,2.883946571,6.417718877
1465,2.686524597,7.811629228
1466,2.708271873,7.646779521
1467,3.069480818,7.620369725
1468,1.92151438,6.008571046
1469,3.334437672,7.176740292
1470,2.798123109,8.152896864
1471,3.531971744,6.506162123
1472,4.173647408,6.983466418
1473,3.467181398,6.415302481
1474,3.468224545,6.504648213
1475,3.809302989,6.727727559
1476,2.275145328,8.908751833
1477,3.3537778,7.002730422
1478,3.324823674,7.27616281
1479,3.141884612,6.440348601
1480,2.615163162,7.398184061
1481,3.578103052,7.502620478
1482,2.144070696,7.961790741
1483,3.440690716,6.929796612
1484,2.359024305,7.237270047
1485,2.748298069,7.541036587
1486,3.075578902,6.534032108
1487,2.620636241,7.575420308
1488,2.609450031,7.378025218
1489,4.989314776,6.722157934
1490,3.426959138,6.423041996
1491,2.826953022,6.200525426
1492,3.111973673,6.829926692
1493,3.836135222,7.670052287
1494,4.299038999,7.958122341
1495,3.50254908,6.99566595
1496,2.317941723,6.929575658
1497,2.550876979,7.570773867
1498,2.733793699,7.111728841
1499,2.679407697,8.391481914
1500,3.972992049,6.79531837
1501,2.567210082,7.768208242
1502,2.489345492,7.408030492
1503,2.858687547,8.390212508
1504,2.854622213,6.915397153
1505,4.00089871,6.69264256
1506,2.20786482,7.455014975
1507,2.751611638,7.002698702
1508,2.890671447,6.236291448
1509,2.552789448,7.669470435
1510,3.362472998,7.454676158
1511,2.746151143,6.592752266
1512,3.157840246,6.386072597
1513,3.035831891,7.850880234
1514,1.772418841,11.63900038
1515,3.954281908,6.928918918
1516,2.788444694,6.858248983
1517,2.944720036,7.802946505
1518,2.883909484,8.454200438
1519,2.881307261,6.690023847
1520,3.248994854,7.987260802
1521,3.501292992,6.96563148
1522,2.87614704,6.597536408
1523,2.417125109,7.99055045
1524,3.293619489,8.072836949
1525,3.188708572,7.776384358
1526,3.752043161,7.17113053
1527,4.048330909,7.031683486
1528,3.186286212,6.138468638
1529,2.524517909,6.613985244
1530,3.847933982,6.944650671
1531,3.170467974,7.042559788
1532,3.562110573,6.58793358
1533,2.717435812,6.768880211
1534,3.016825534,6.822873053
1535,4.260413156,7.41912107
1536,2.602863038,6.624281115
1537,2.317861806,7.143744767
1538,4.366104014,7.179357411
1539,3.362661802,6.44523721
1540,3.075550128,7.542017859
1541,3.013648988,6.168446374
1542,3.893911151,7.925113806
1543,3.648575841,7.223087956
1544,2.324843982,6.824936816
1545,2.733773566,6.484288625
1546,2.572058923,6.813547546
1547,3.255506441,7.780263267
1548,3.595328287,6.924268365
1549,2.741052077,6.985135323
